Epoch 1 - Train Loss: 1.3236 (vdw: 0.3371, elec: 0.2852, solv: 0.3061, hbond: 0.3884, inactive: 0.0068) | Validation Loss: 1.1237 (vdw: 0.3467, elec: 0.2877, solv: 0.2970, hbond: 0.1857, inactive: 0.0065) | LR: 1.0e-03
Epoch 2 - Train Loss: 1.2873 (vdw: 0.3329, elec: 0.2846, solv: 0.2881, hbond: 0.3741, inactive: 0.0075) | Validation Loss: 1.3539 (vdw: 0.3575, elec: 0.2855, solv: 0.2884, hbond: 0.4130, inactive: 0.0095) | LR: 1.0e-03
Epoch 3 - Train Loss: 1.2047 (vdw: 0.3392, elec: 0.2752, solv: 0.2560, hbond: 0.3271, inactive: 0.0072) | Validation Loss: 1.0658 (vdw: 0.3376, elec: 0.2729, solv: 0.2566, hbond: 0.1923, inactive: 0.0064) | LR: 1.0e-03
Epoch 4 - Train Loss: 1.1672 (vdw: 0.3252, elec: 0.2710, solv: 0.2369, hbond: 0.3265, inactive: 0.0076) | Validation Loss: 1.1363 (vdw: 0.3613, elec: 0.2978, solv: 0.2407, hbond: 0.2292, inactive: 0.0073) | LR: 1.0e-03
Epoch 5 - Train Loss: 1.1819 (vdw: 0.3536, elec: 0.2925, solv: 0.2060, hbond: 0.3221, inactive: 0.0077) | Validation Loss: 1.1747 (vdw: 0.3451, elec: 0.2730, solv: 0.2066, hbond: 0.3419, inactive: 0.0081) | LR: 1.0e-03
Epoch 6 - Train Loss: 1.1072 (vdw: 0.3362, elec: 0.2707, solv: 0.1708, hbond: 0.3240, inactive: 0.0055) | Validation Loss: 1.0054 (vdw: 0.3266, elec: 0.2522, solv: 0.1716, hbond: 0.2509, inactive: 0.0042) | LR: 1.0e-03
Epoch 7 - Train Loss: 1.0623 (vdw: 0.3376, elec: 0.2742, solv: 0.1467, hbond: 0.2985, inactive: 0.0053) | Validation Loss: 1.1223 (vdw: 0.3451, elec: 0.2733, solv: 0.1391, hbond: 0.3596, inactive: 0.0052) | LR: 1.0e-03
Epoch 8 - Train Loss: 1.0331 (vdw: 0.3313, elec: 0.2651, solv: 0.1243, hbond: 0.3090, inactive: 0.0034) | Validation Loss: 1.0988 (vdw: 0.3433, elec: 0.2668, solv: 0.1213, hbond: 0.3641, inactive: 0.0034) | LR: 1.0e-03
Epoch 9 - Train Loss: 1.0734 (vdw: 0.3446, elec: 0.2810, solv: 0.1257, hbond: 0.3184, inactive: 0.0037) | Validation Loss: 0.9543 (vdw: 0.3632, elec: 0.2932, solv: 0.1234, hbond: 0.1699, inactive: 0.0047) | LR: 1.0e-03
Epoch 10 - Train Loss: 1.0583 (vdw: 0.3363, elec: 0.2676, solv: 0.1143, hbond: 0.3343, inactive: 0.0058) | Validation Loss: 1.0147 (vdw: 0.3381, elec: 0.2728, solv: 0.1133, hbond: 0.2854, inactive: 0.0052) | LR: 1.0e-03
Epoch 11 - Train Loss: 1.0487 (vdw: 0.3239, elec: 0.2531, solv: 0.1064, hbond: 0.3610, inactive: 0.0042) | Validation Loss: 1.0901 (vdw: 0.3444, elec: 0.2880, solv: 0.1091, hbond: 0.3448, inactive: 0.0038) | LR: 1.0e-03
Epoch 12 - Train Loss: 1.0155 (vdw: 0.3256, elec: 0.2703, solv: 0.1119, hbond: 0.3038, inactive: 0.0038) | Validation Loss: 1.0585 (vdw: 0.3398, elec: 0.2745, solv: 0.1187, hbond: 0.3219, inactive: 0.0037) | LR: 1.0e-03
Epoch 13 - Train Loss: 0.9819 (vdw: 0.3268, elec: 0.2631, solv: 0.1081, hbond: 0.2809, inactive: 0.0030) | Validation Loss: 0.9484 (vdw: 0.3282, elec: 0.2632, solv: 0.1070, hbond: 0.2465, inactive: 0.0035) | LR: 1.0e-03
Epoch 14 - Train Loss: 1.0254 (vdw: 0.3200, elec: 0.2555, solv: 0.1031, hbond: 0.3436, inactive: 0.0032) | Validation Loss: 0.9870 (vdw: 0.3408, elec: 0.2706, solv: 0.1090, hbond: 0.2638, inactive: 0.0028) | LR: 1.0e-03
Epoch 15 - Train Loss: 1.0003 (vdw: 0.3316, elec: 0.2724, solv: 0.1040, hbond: 0.2902, inactive: 0.0021) | Validation Loss: 0.9800 (vdw: 0.3382, elec: 0.2627, solv: 0.1031, hbond: 0.2735, inactive: 0.0025) | LR: 1.0e-03
Epoch 16 - Train Loss: 1.0790 (vdw: 0.3306, elec: 0.2793, solv: 0.1093, hbond: 0.3564, inactive: 0.0033) | Validation Loss: 0.9588 (vdw: 0.3436, elec: 0.2822, solv: 0.1042, hbond: 0.2249, inactive: 0.0039) | LR: 1.0e-03
Epoch 17 - Train Loss: 1.0084 (vdw: 0.3209, elec: 0.2583, solv: 0.1024, hbond: 0.3240, inactive: 0.0027) | Validation Loss: 1.0492 (vdw: 0.3488, elec: 0.2728, solv: 0.1014, hbond: 0.3237, inactive: 0.0027) | LR: 1.0e-03
Epoch 18 - Train Loss: 0.9762 (vdw: 0.3147, elec: 0.2524, solv: 0.0992, hbond: 0.3076, inactive: 0.0023) | Validation Loss: 1.0086 (vdw: 0.3374, elec: 0.2731, solv: 0.0988, hbond: 0.2965, inactive: 0.0027) | LR: 1.0e-03
Epoch 19 - Train Loss: 1.0648 (vdw: 0.3395, elec: 0.2773, solv: 0.0991, hbond: 0.3463, inactive: 0.0026) | Validation Loss: 0.9518 (vdw: 0.3424, elec: 0.2704, solv: 0.1016, hbond: 0.2349, inactive: 0.0026) | LR: 5.0e-04
Epoch 20 - Train Loss: 0.9734 (vdw: 0.3453, elec: 0.2848, solv: 0.0942, hbond: 0.2468, inactive: 0.0024) | Validation Loss: 1.0645 (vdw: 0.3356, elec: 0.2535, solv: 0.0981, hbond: 0.3750, inactive: 0.0023) | LR: 5.0e-04
Epoch 21 - Train Loss: 0.9519 (vdw: 0.3389, elec: 0.2681, solv: 0.0915, hbond: 0.2515, inactive: 0.0018) | Validation Loss: 0.9879 (vdw: 0.3379, elec: 0.2689, solv: 0.0914, hbond: 0.2878, inactive: 0.0019) | LR: 5.0e-04
Epoch 22 - Train Loss: 0.9810 (vdw: 0.3403, elec: 0.2730, solv: 0.0892, hbond: 0.2766, inactive: 0.0019) | Validation Loss: 1.0962 (vdw: 0.3327, elec: 0.2656, solv: 0.0904, hbond: 0.4055, inactive: 0.0020) | LR: 5.0e-04
Epoch 23 - Train Loss: 0.9768 (vdw: 0.3263, elec: 0.2486, solv: 0.0864, hbond: 0.3136, inactive: 0.0019) | Validation Loss: 0.9873 (vdw: 0.3479, elec: 0.2898, solv: 0.0898, hbond: 0.2578, inactive: 0.0019) | LR: 5.0e-04
Epoch 24 - Train Loss: 0.9702 (vdw: 0.3336, elec: 0.2711, solv: 0.0862, hbond: 0.2775, inactive: 0.0017) | Validation Loss: 0.9813 (vdw: 0.3450, elec: 0.2578, solv: 0.0862, hbond: 0.2906, inactive: 0.0016) | LR: 5.0e-04
Epoch 25 - Train Loss: 0.9666 (vdw: 0.3246, elec: 0.2623, solv: 0.0853, hbond: 0.2927, inactive: 0.0017) | Validation Loss: 0.9902 (vdw: 0.3369, elec: 0.2546, solv: 0.0857, hbond: 0.3114, inactive: 0.0015) | LR: 2.5e-04
Epoch 26 - Train Loss: 1.0020 (vdw: 0.3313, elec: 0.2750, solv: 0.0840, hbond: 0.3101, inactive: 0.0017) | Validation Loss: 0.9451 (vdw: 0.3631, elec: 0.2842, solv: 0.0852, hbond: 0.2109, inactive: 0.0017) | LR: 2.5e-04
Epoch 27 - Train Loss: 0.9390 (vdw: 0.3353, elec: 0.2625, solv: 0.0821, hbond: 0.2573, inactive: 0.0019) | Validation Loss: 0.9213 (vdw: 0.3337, elec: 0.2599, solv: 0.0834, hbond: 0.2424, inactive: 0.0019) | LR: 2.5e-04
Epoch 28 - Train Loss: 1.0146 (vdw: 0.3305, elec: 0.2663, solv: 0.0819, hbond: 0.3343, inactive: 0.0016) | Validation Loss: 1.0084 (vdw: 0.3404, elec: 0.2673, solv: 0.0835, hbond: 0.3156, inactive: 0.0016) | LR: 2.5e-04
Epoch 29 - Train Loss: 0.9598 (vdw: 0.3180, elec: 0.2612, solv: 0.0811, hbond: 0.2978, inactive: 0.0017) | Validation Loss: 0.9630 (vdw: 0.3199, elec: 0.2573, solv: 0.0832, hbond: 0.3008, inactive: 0.0017) | LR: 2.5e-04
Epoch 30 - Train Loss: 1.0023 (vdw: 0.3439, elec: 0.2786, solv: 0.0809, hbond: 0.2975, inactive: 0.0014) | Validation Loss: 1.0238 (vdw: 0.3235, elec: 0.2566, solv: 0.0816, hbond: 0.3607, inactive: 0.0014) | LR: 2.5e-04
Epoch 31 - Train Loss: 0.9475 (vdw: 0.3379, elec: 0.2722, solv: 0.0809, hbond: 0.2550, inactive: 0.0016) | Validation Loss: 0.8872 (vdw: 0.3314, elec: 0.2594, solv: 0.0826, hbond: 0.2122, inactive: 0.0016) | LR: 2.5e-04
Epoch 32 - Train Loss: 0.9477 (vdw: 0.3279, elec: 0.2545, solv: 0.0799, hbond: 0.2838, inactive: 0.0015) | Validation Loss: 0.8506 (vdw: 0.3453, elec: 0.2620, solv: 0.0795, hbond: 0.1624, inactive: 0.0015) | LR: 2.5e-04
Epoch 33 - Train Loss: 0.9189 (vdw: 0.3240, elec: 0.2613, solv: 0.0779, hbond: 0.2542, inactive: 0.0015) | Validation Loss: 0.9476 (vdw: 0.3394, elec: 0.2636, solv: 0.0807, hbond: 0.2624, inactive: 0.0015) | LR: 2.5e-04
Epoch 34 - Train Loss: 0.9761 (vdw: 0.3365, elec: 0.2777, solv: 0.0801, hbond: 0.2802, inactive: 0.0015) | Validation Loss: 0.9060 (vdw: 0.3284, elec: 0.2541, solv: 0.0794, hbond: 0.2425, inactive: 0.0016) | LR: 2.5e-04
Epoch 35 - Train Loss: 1.0459 (vdw: 0.3379, elec: 0.2673, solv: 0.0771, hbond: 0.3620, inactive: 0.0016) | Validation Loss: 0.8844 (vdw: 0.3408, elec: 0.2669, solv: 0.0790, hbond: 0.1959, inactive: 0.0018) | LR: 2.5e-04
Epoch 36 - Train Loss: 0.9588 (vdw: 0.3369, elec: 0.2662, solv: 0.0781, hbond: 0.2759, inactive: 0.0017) | Validation Loss: 0.9316 (vdw: 0.3284, elec: 0.2679, solv: 0.0779, hbond: 0.2559, inactive: 0.0016) | LR: 2.5e-04
Epoch 37 - Train Loss: 0.9341 (vdw: 0.3243, elec: 0.2506, solv: 0.0777, hbond: 0.2802, inactive: 0.0013) | Validation Loss: 0.9253 (vdw: 0.3409, elec: 0.2659, solv: 0.0799, hbond: 0.2374, inactive: 0.0012) | LR: 2.5e-04
Epoch 38 - Train Loss: 1.0260 (vdw: 0.3251, elec: 0.2655, solv: 0.0788, hbond: 0.3553, inactive: 0.0013) | Validation Loss: 1.0442 (vdw: 0.3472, elec: 0.2779, solv: 0.0784, hbond: 0.3394, inactive: 0.0013) | LR: 1.3e-04
