Epoch 1 - Train Loss: 1.2672 (vdw: 0.3316, elec: 0.2727, solv: 0.3039, hbond: 0.3529, inactive: 0.0061) | Validation Loss: 1.2927 (vdw: 0.3382, elec: 0.2771, solv: 0.3029, hbond: 0.3652, inactive: 0.0092) | LR: 1.0e-03
Epoch 2 - Train Loss: 1.2436 (vdw: 0.3327, elec: 0.2644, solv: 0.2834, hbond: 0.3555, inactive: 0.0075) | Validation Loss: 1.2764 (vdw: 0.3379, elec: 0.2768, solv: 0.2817, hbond: 0.3716, inactive: 0.0083) | LR: 1.0e-03
Epoch 3 - Train Loss: 1.1816 (vdw: 0.3335, elec: 0.2756, solv: 0.2605, hbond: 0.3042, inactive: 0.0078) | Validation Loss: 1.2460 (vdw: 0.3381, elec: 0.2769, solv: 0.2510, hbond: 0.3715, inactive: 0.0085) | LR: 1.0e-03
Epoch 4 - Train Loss: 1.1831 (vdw: 0.3389, elec: 0.2797, solv: 0.2373, hbond: 0.3201, inactive: 0.0072) | Validation Loss: 1.2143 (vdw: 0.3381, elec: 0.2764, solv: 0.2281, hbond: 0.3620, inactive: 0.0097) | LR: 1.0e-03
Epoch 5 - Train Loss: 1.0698 (vdw: 0.3435, elec: 0.2799, solv: 0.1903, hbond: 0.2505, inactive: 0.0056) | Validation Loss: 1.1672 (vdw: 0.3377, elec: 0.2739, solv: 0.1813, hbond: 0.3702, inactive: 0.0041) | LR: 1.0e-03
Epoch 6 - Train Loss: 1.0917 (vdw: 0.3273, elec: 0.2703, solv: 0.1745, hbond: 0.3133, inactive: 0.0062) | Validation Loss: 1.1302 (vdw: 0.3375, elec: 0.2745, solv: 0.1551, hbond: 0.3581, inactive: 0.0050) | LR: 1.0e-03
Epoch 7 - Train Loss: 1.0806 (vdw: 0.3321, elec: 0.2716, solv: 0.1348, hbond: 0.3373, inactive: 0.0049) | Validation Loss: 1.1201 (vdw: 0.3373, elec: 0.2749, solv: 0.1265, hbond: 0.3775, inactive: 0.0039) | LR: 1.0e-03
Epoch 8 - Train Loss: 1.0803 (vdw: 0.3355, elec: 0.2763, solv: 0.1279, hbond: 0.3350, inactive: 0.0057) | Validation Loss: 1.0857 (vdw: 0.3371, elec: 0.2746, solv: 0.1237, hbond: 0.3447, inactive: 0.0055) | LR: 1.0e-03
Epoch 9 - Train Loss: 1.0324 (vdw: 0.3378, elec: 0.2844, solv: 0.1107, hbond: 0.2964, inactive: 0.0031) | Validation Loss: 1.1112 (vdw: 0.3366, elec: 0.2738, solv: 0.1055, hbond: 0.3926, inactive: 0.0027) | LR: 1.0e-03
Epoch 10 - Train Loss: 0.9988 (vdw: 0.3324, elec: 0.2832, solv: 0.1127, hbond: 0.2682, inactive: 0.0023) | Validation Loss: 1.0933 (vdw: 0.3362, elec: 0.2737, solv: 0.1054, hbond: 0.3756, inactive: 0.0023) | LR: 1.0e-03
Epoch 11 - Train Loss: 1.0121 (vdw: 0.3343, elec: 0.2726, solv: 0.1062, hbond: 0.2964, inactive: 0.0026) | Validation Loss: 1.0812 (vdw: 0.3358, elec: 0.2729, solv: 0.1072, hbond: 0.3632, inactive: 0.0021) | LR: 1.0e-03
Epoch 12 - Train Loss: 0.9876 (vdw: 0.3391, elec: 0.2769, solv: 0.0994, hbond: 0.2703, inactive: 0.0020) | Validation Loss: 1.0636 (vdw: 0.3356, elec: 0.2720, solv: 0.0974, hbond: 0.3567, inactive: 0.0018) | LR: 1.0e-03
Epoch 13 - Train Loss: 1.0139 (vdw: 0.3387, elec: 0.2809, solv: 0.0983, hbond: 0.2944, inactive: 0.0017) | Validation Loss: 1.0985 (vdw: 0.3359, elec: 0.2705, solv: 0.0955, hbond: 0.3953, inactive: 0.0013) | LR: 1.0e-03
Epoch 14 - Train Loss: 1.0263 (vdw: 0.3298, elec: 0.2695, solv: 0.0932, hbond: 0.3307, inactive: 0.0031) | Validation Loss: 1.0545 (vdw: 0.3353, elec: 0.2683, solv: 0.0921, hbond: 0.3550, inactive: 0.0038) | LR: 1.0e-03
Epoch 15 - Train Loss: 0.9775 (vdw: 0.3339, elec: 0.2723, solv: 0.0883, hbond: 0.2810, inactive: 0.0021) | Validation Loss: 1.0694 (vdw: 0.3341, elec: 0.2673, solv: 0.0880, hbond: 0.3780, inactive: 0.0020) | LR: 1.0e-03
Epoch 16 - Train Loss: 1.0133 (vdw: 0.3480, elec: 0.2759, solv: 0.0917, hbond: 0.2960, inactive: 0.0017) | Validation Loss: 1.0734 (vdw: 0.3329, elec: 0.2660, solv: 0.0887, hbond: 0.3842, inactive: 0.0016) | LR: 1.0e-03
Epoch 17 - Train Loss: 0.9335 (vdw: 0.3404, elec: 0.2771, solv: 0.0860, hbond: 0.2280, inactive: 0.0020) | Validation Loss: 1.0435 (vdw: 0.3322, elec: 0.2654, solv: 0.0834, hbond: 0.3608, inactive: 0.0018) | LR: 1.0e-03
Epoch 18 - Train Loss: 0.9347 (vdw: 0.3174, elec: 0.2580, solv: 0.0790, hbond: 0.2786, inactive: 0.0017) | Validation Loss: 1.0356 (vdw: 0.3318, elec: 0.2648, solv: 0.0768, hbond: 0.3605, inactive: 0.0017) | LR: 1.0e-03
Epoch 19 - Train Loss: 0.9889 (vdw: 0.3329, elec: 0.2643, solv: 0.0730, hbond: 0.3171, inactive: 0.0016) | Validation Loss: 1.0228 (vdw: 0.3315, elec: 0.2648, solv: 0.0717, hbond: 0.3533, inactive: 0.0016) | LR: 1.0e-03
Epoch 20 - Train Loss: 1.0275 (vdw: 0.3368, elec: 0.2741, solv: 0.0746, hbond: 0.3405, inactive: 0.0015) | Validation Loss: 1.0643 (vdw: 0.3322, elec: 0.2647, solv: 0.0766, hbond: 0.3893, inactive: 0.0015) | LR: 1.0e-03
Epoch 21 - Train Loss: 0.9283 (vdw: 0.3247, elec: 0.2643, solv: 0.0767, hbond: 0.2615, inactive: 0.0012) | Validation Loss: 1.0341 (vdw: 0.3316, elec: 0.2647, solv: 0.0702, hbond: 0.3663, inactive: 0.0013) | LR: 1.0e-03
Epoch 22 - Train Loss: 0.9494 (vdw: 0.3313, elec: 0.2579, solv: 0.0775, hbond: 0.2813, inactive: 0.0014) | Validation Loss: 1.0363 (vdw: 0.3313, elec: 0.2640, solv: 0.0789, hbond: 0.3609, inactive: 0.0012) | LR: 1.0e-03
Epoch 23 - Train Loss: 0.9814 (vdw: 0.3309, elec: 0.2670, solv: 0.0796, hbond: 0.3029, inactive: 0.0010) | Validation Loss: 1.0839 (vdw: 0.3313, elec: 0.2642, solv: 0.0853, hbond: 0.4023, inactive: 0.0008) | LR: 1.0e-03
