Epoch 1 - Train Loss: 1.2695 (vdw: 0.3237, elec: 0.2673, solv: 0.3015, hbond: 0.3694, inactive: 0.0076) | Validation Loss: 1.3135 (vdw: 0.3383, elec: 0.2778, solv: 0.2946, hbond: 0.3931, inactive: 0.0098) | LR: 1.0e-03
Epoch 2 - Train Loss: 1.2004 (vdw: 0.3311, elec: 0.2878, solv: 0.2845, hbond: 0.2908, inactive: 0.0062) | Validation Loss: 1.2712 (vdw: 0.3379, elec: 0.2770, solv: 0.2801, hbond: 0.3704, inactive: 0.0059) | LR: 1.0e-03
Epoch 3 - Train Loss: 1.1478 (vdw: 0.3510, elec: 0.2932, solv: 0.2588, hbond: 0.2376, inactive: 0.0072) | Validation Loss: 1.2522 (vdw: 0.3380, elec: 0.2766, solv: 0.2549, hbond: 0.3749, inactive: 0.0078) | LR: 1.0e-03
Epoch 4 - Train Loss: 1.1830 (vdw: 0.3476, elec: 0.2934, solv: 0.2392, hbond: 0.2968, inactive: 0.0060) | Validation Loss: 1.2398 (vdw: 0.3374, elec: 0.2766, solv: 0.2330, hbond: 0.3871, inactive: 0.0057) | LR: 1.0e-03
Epoch 5 - Train Loss: 1.1349 (vdw: 0.3263, elec: 0.2699, solv: 0.2210, hbond: 0.3124, inactive: 0.0053) | Validation Loss: 1.2153 (vdw: 0.3380, elec: 0.2755, solv: 0.2111, hbond: 0.3858, inactive: 0.0050) | LR: 1.0e-03
Epoch 6 - Train Loss: 1.0757 (vdw: 0.3349, elec: 0.2636, solv: 0.1793, hbond: 0.2915, inactive: 0.0065) | Validation Loss: 1.1592 (vdw: 0.3373, elec: 0.2739, solv: 0.1713, hbond: 0.3723, inactive: 0.0045) | LR: 1.0e-03
Epoch 7 - Train Loss: 1.0681 (vdw: 0.3363, elec: 0.2754, solv: 0.1617, hbond: 0.2893, inactive: 0.0054) | Validation Loss: 1.1466 (vdw: 0.3369, elec: 0.2743, solv: 0.1653, hbond: 0.3643, inactive: 0.0058) | LR: 1.0e-03
Epoch 8 - Train Loss: 1.0737 (vdw: 0.3362, elec: 0.2760, solv: 0.1354, hbond: 0.3208, inactive: 0.0052) | Validation Loss: 1.1158 (vdw: 0.3362, elec: 0.2738, solv: 0.1259, hbond: 0.3754, inactive: 0.0044) | LR: 1.0e-03
Epoch 9 - Train Loss: 1.0562 (vdw: 0.3323, elec: 0.2733, solv: 0.1193, hbond: 0.3267, inactive: 0.0047) | Validation Loss: 1.0883 (vdw: 0.3361, elec: 0.2736, solv: 0.1128, hbond: 0.3613, inactive: 0.0046) | LR: 1.0e-03
Epoch 10 - Train Loss: 1.0259 (vdw: 0.3362, elec: 0.2900, solv: 0.1046, hbond: 0.2916, inactive: 0.0034) | Validation Loss: 1.0735 (vdw: 0.3359, elec: 0.2733, solv: 0.1017, hbond: 0.3599, inactive: 0.0027) | LR: 1.0e-03
Epoch 11 - Train Loss: 1.0024 (vdw: 0.3280, elec: 0.2675, solv: 0.1224, hbond: 0.2802, inactive: 0.0042) | Validation Loss: 1.0770 (vdw: 0.3359, elec: 0.2727, solv: 0.1093, hbond: 0.3553, inactive: 0.0038) | LR: 1.0e-03
