Epoch 1 - Train Loss: 0.3310 (vdw: 0.3310, elec: 0.2809, solv: 0.4587, hbond: 0.6393, inactive: 0.0001) | Validation Loss: 0.3375 (vdw: 0.3374, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 2 - Train Loss: 0.3450 (vdw: 0.3450, elec: 0.2943, solv: 0.4527, hbond: 0.5953, inactive: 0.0001) | Validation Loss: 0.3363 (vdw: 0.3362, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 3 - Train Loss: 0.3230 (vdw: 0.3229, elec: 0.2698, solv: 0.4510, hbond: 0.8197, inactive: 0.0000) | Validation Loss: 0.3335 (vdw: 0.3335, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 4 - Train Loss: 0.3269 (vdw: 0.3268, elec: 0.2716, solv: 0.4543, hbond: 0.6937, inactive: 0.0001) | Validation Loss: 0.3331 (vdw: 0.3331, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 5 - Train Loss: 0.3318 (vdw: 0.3318, elec: 0.2773, solv: 0.4501, hbond: 0.7291, inactive: 0.0000) | Validation Loss: 0.3313 (vdw: 0.3313, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 6 - Train Loss: 0.3346 (vdw: 0.3346, elec: 0.2918, solv: 0.4499, hbond: 0.6132, inactive: 0.0000) | Validation Loss: 0.3309 (vdw: 0.3309, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 7 - Train Loss: 0.3211 (vdw: 0.3211, elec: 0.2766, solv: 0.4489, hbond: 0.6671, inactive: 0.0000) | Validation Loss: 0.3304 (vdw: 0.3304, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 8 - Train Loss: 0.3295 (vdw: 0.3295, elec: 0.2809, solv: 0.4560, hbond: 0.7691, inactive: 0.0000) | Validation Loss: 0.3304 (vdw: 0.3304, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 9 - Train Loss: 0.3308 (vdw: 0.3308, elec: 0.2858, solv: 0.4536, hbond: 0.6695, inactive: 0.0000) | Validation Loss: 0.3324 (vdw: 0.3324, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 10 - Train Loss: 0.3223 (vdw: 0.3223, elec: 0.2728, solv: 0.4523, hbond: 0.6623, inactive: 0.0000) | Validation Loss: 0.3302 (vdw: 0.3302, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 11 - Train Loss: 0.3171 (vdw: 0.3171, elec: 0.2671, solv: 0.4491, hbond: 0.9466, inactive: 0.0000) | Validation Loss: 0.3299 (vdw: 0.3299, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
