Epoch 1 - Train Loss: 1.2267 (vdw: 0.3447, elec: 0.2883, solv: 0.3129, hbond: 0.2747, inactive: 0.0061) | Validation Loss: 1.1877 (vdw: 0.3242, elec: 0.2596, solv: 0.3043, hbond: 0.2947, inactive: 0.0050) | LR: 1.0e-03
Epoch 2 - Train Loss: 1.2148 (vdw: 0.3307, elec: 0.2774, solv: 0.2841, hbond: 0.3171, inactive: 0.0056) | Validation Loss: 1.2664 (vdw: 0.3415, elec: 0.2833, solv: 0.2818, hbond: 0.3533, inactive: 0.0065) | LR: 1.0e-03
Epoch 3 - Train Loss: 1.1593 (vdw: 0.3303, elec: 0.2714, solv: 0.2590, hbond: 0.2916, inactive: 0.0071) | Validation Loss: 1.2081 (vdw: 0.3490, elec: 0.2862, solv: 0.2591, hbond: 0.3051, inactive: 0.0088) | LR: 1.0e-03
Epoch 4 - Train Loss: 1.1316 (vdw: 0.3427, elec: 0.2812, solv: 0.2437, hbond: 0.2563, inactive: 0.0077) | Validation Loss: 1.2182 (vdw: 0.3478, elec: 0.2801, solv: 0.2486, hbond: 0.3346, inactive: 0.0071) | LR: 1.0e-03
Epoch 5 - Train Loss: 1.1504 (vdw: 0.3356, elec: 0.2857, solv: 0.2184, hbond: 0.3028, inactive: 0.0079) | Validation Loss: 1.1071 (vdw: 0.3344, elec: 0.2755, solv: 0.2204, hbond: 0.2711, inactive: 0.0056) | LR: 1.0e-03
Epoch 6 - Train Loss: 1.0646 (vdw: 0.3332, elec: 0.2770, solv: 0.1864, hbond: 0.2629, inactive: 0.0050) | Validation Loss: 1.0952 (vdw: 0.3429, elec: 0.2789, solv: 0.1784, hbond: 0.2899, inactive: 0.0052) | LR: 1.0e-03
Epoch 7 - Train Loss: 1.0575 (vdw: 0.3352, elec: 0.2665, solv: 0.1544, hbond: 0.2959, inactive: 0.0056) | Validation Loss: 1.0653 (vdw: 0.3568, elec: 0.2792, solv: 0.1468, hbond: 0.2771, inactive: 0.0055) | LR: 1.0e-03
Epoch 8 - Train Loss: 1.1292 (vdw: 0.3336, elec: 0.2816, solv: 0.1326, hbond: 0.3755, inactive: 0.0059) | Validation Loss: 1.0073 (vdw: 0.3426, elec: 0.2889, solv: 0.1362, hbond: 0.2334, inactive: 0.0062) | LR: 1.0e-03
Epoch 9 - Train Loss: 1.0520 (vdw: 0.3306, elec: 0.2687, solv: 0.1269, hbond: 0.3224, inactive: 0.0035) | Validation Loss: 1.0955 (vdw: 0.3514, elec: 0.2828, solv: 0.1255, hbond: 0.3321, inactive: 0.0037) | LR: 1.0e-03
Epoch 10 - Train Loss: 0.9972 (vdw: 0.3354, elec: 0.2720, solv: 0.1181, hbond: 0.2686, inactive: 0.0031) | Validation Loss: 1.0026 (vdw: 0.3233, elec: 0.2517, solv: 0.1128, hbond: 0.3123, inactive: 0.0026) | LR: 1.0e-03
Epoch 11 - Train Loss: 1.0203 (vdw: 0.3283, elec: 0.2816, solv: 0.1132, hbond: 0.2938, inactive: 0.0034) | Validation Loss: 1.0205 (vdw: 0.3477, elec: 0.2865, solv: 0.1130, hbond: 0.2679, inactive: 0.0053) | LR: 1.0e-03
Epoch 12 - Train Loss: 0.9894 (vdw: 0.3327, elec: 0.2777, solv: 0.1121, hbond: 0.2640, inactive: 0.0028) | Validation Loss: 0.9727 (vdw: 0.3257, elec: 0.2662, solv: 0.1098, hbond: 0.2681, inactive: 0.0029) | LR: 1.0e-03
Epoch 13 - Train Loss: 1.0088 (vdw: 0.3271, elec: 0.2644, solv: 0.1130, hbond: 0.3011, inactive: 0.0033) | Validation Loss: 1.1507 (vdw: 0.3268, elec: 0.2637, solv: 0.1161, hbond: 0.4405, inactive: 0.0035) | LR: 1.0e-03
Epoch 14 - Train Loss: 1.0555 (vdw: 0.3343, elec: 0.2646, solv: 0.1070, hbond: 0.3480, inactive: 0.0016) | Validation Loss: 1.0835 (vdw: 0.3265, elec: 0.2570, solv: 0.1112, hbond: 0.3872, inactive: 0.0015) | LR: 1.0e-03
