Epoch 1 - Train Loss: 0.3424 (vdw: 0.3424, elec: 0.2876, solv: 0.4551, hbond: 0.5136, inactive: 0.0000) | Validation Loss: 0.3376 (vdw: 0.3376, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 2 - Train Loss: 0.3374 (vdw: 0.3374, elec: 0.2877, solv: 0.4533, hbond: 0.6662, inactive: 0.0001) | Validation Loss: 0.3369 (vdw: 0.3369, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 3 - Train Loss: 0.3259 (vdw: 0.3259, elec: 0.2684, solv: 0.4528, hbond: 0.6313, inactive: 0.0001) | Validation Loss: 0.3337 (vdw: 0.3337, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 4 - Train Loss: 0.3373 (vdw: 0.3373, elec: 0.2872, solv: 0.4524, hbond: 0.7069, inactive: 0.0000) | Validation Loss: 0.3324 (vdw: 0.3324, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 5 - Train Loss: 0.3188 (vdw: 0.3188, elec: 0.2714, solv: 0.4523, hbond: 0.6549, inactive: 0.0000) | Validation Loss: 0.3320 (vdw: 0.3320, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 6 - Train Loss: 0.3329 (vdw: 0.3329, elec: 0.2930, solv: 0.4524, hbond: 0.8133, inactive: 0.0000) | Validation Loss: 0.3322 (vdw: 0.3322, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 7 - Train Loss: 0.3320 (vdw: 0.3320, elec: 0.2779, solv: 0.4563, hbond: 0.6228, inactive: 0.0000) | Validation Loss: 0.3321 (vdw: 0.3321, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 8 - Train Loss: 0.3433 (vdw: 0.3433, elec: 0.2967, solv: 0.4567, hbond: 0.6958, inactive: 0.0000) | Validation Loss: 0.3316 (vdw: 0.3316, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 9 - Train Loss: 0.3318 (vdw: 0.3318, elec: 0.2846, solv: 0.4513, hbond: 0.6401, inactive: 0.0000) | Validation Loss: 0.3308 (vdw: 0.3308, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 10 - Train Loss: 0.3303 (vdw: 0.3303, elec: 0.2843, solv: 0.4546, hbond: 0.6357, inactive: 0.0000) | Validation Loss: 0.3305 (vdw: 0.3305, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 11 - Train Loss: 0.3253 (vdw: 0.3253, elec: 0.2764, solv: 0.4535, hbond: 0.7736, inactive: 0.0000) | Validation Loss: 0.3303 (vdw: 0.3303, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 12 - Train Loss: 0.3318 (vdw: 0.3318, elec: 0.2811, solv: 0.4537, hbond: 0.6872, inactive: 0.0000) | Validation Loss: 0.3309 (vdw: 0.3309, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 13 - Train Loss: 0.3252 (vdw: 0.3252, elec: 0.2896, solv: 0.4564, hbond: 0.6733, inactive: 0.0000) | Validation Loss: 0.3304 (vdw: 0.3304, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 14 - Train Loss: 0.3357 (vdw: 0.3357, elec: 0.2991, solv: 0.4537, hbond: 0.6986, inactive: 0.0000) | Validation Loss: 0.3305 (vdw: 0.3305, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 15 - Train Loss: 0.3282 (vdw: 0.3282, elec: 0.2764, solv: 0.4523, hbond: 0.6988, inactive: 0.0000) | Validation Loss: 0.3300 (vdw: 0.3300, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 16 - Train Loss: 0.3340 (vdw: 0.3340, elec: 0.2907, solv: 0.4538, hbond: 0.7135, inactive: 0.0000) | Validation Loss: 0.3308 (vdw: 0.3308, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
