Epoch 1 - Train Loss: 2.1078 (vdw: 0.2829, elec: 0.2562, solv: 0.0516, hbond: 0.3914, inactive: 0.0012, affinity: 0.3709, rank: 0.7535) | Validation Loss: 2.5995 (vdw: 0.2867, elec: 0.2497, solv: 0.0423, hbond: 0.4197, inactive: 0.0013, affinity: 0.6762, rank: 0.9235) | LR: 2.0e-04
Epoch 76 - Train Loss: 1.6123 (vdw: 0.2699, elec: 0.2426, solv: 0.0823, hbond: 0.4009, inactive: 0.0017, affinity: 0.0586, rank: 0.5562) | Validation Loss: 1.9364 (vdw: 0.2878, elec: 0.2504, solv: 0.0648, hbond: 0.4231, inactive: 0.0016, affinity: 0.1545, rank: 0.7542) | LR: 6.3e-05
Epoch 77 - Train Loss: 1.5940 (vdw: 0.2939, elec: 0.2584, solv: 0.0824, hbond: 0.3155, inactive: 0.0017, affinity: 0.0645, rank: 0.5777) | Validation Loss: 1.9555 (vdw: 0.2878, elec: 0.2504, solv: 0.0647, hbond: 0.4235, inactive: 0.0016, affinity: 0.1585, rank: 0.7690) | LR: 3.1e-05
Epoch 78 - Train Loss: 1.7124 (vdw: 0.2703, elec: 0.2359, solv: 0.0820, hbond: 0.3871, inactive: 0.0017, affinity: 0.0909, rank: 0.6446) | Validation Loss: 1.9497 (vdw: 0.2878, elec: 0.2504, solv: 0.0648, hbond: 0.4249, inactive: 0.0016, affinity: 0.1568, rank: 0.7635) | LR: 3.1e-05
Epoch 79 - Train Loss: 1.6367 (vdw: 0.2779, elec: 0.2412, solv: 0.0814, hbond: 0.3870, inactive: 0.0017, affinity: 0.0591, rank: 0.5883) | Validation Loss: 1.9670 (vdw: 0.2878, elec: 0.2505, solv: 0.0645, hbond: 0.4243, inactive: 0.0016, affinity: 0.1600, rank: 0.7783) | LR: 3.1e-05
Epoch 80 - Train Loss: 1.6794 (vdw: 0.2890, elec: 0.2549, solv: 0.0827, hbond: 0.4126, inactive: 0.0017, affinity: 0.0755, rank: 0.5631) | Validation Loss: 1.9325 (vdw: 0.2878, elec: 0.2505, solv: 0.0645, hbond: 0.4256, inactive: 0.0016, affinity: 0.1516, rank: 0.7510) | LR: 3.1e-05
Epoch 81 - Train Loss: 1.7013 (vdw: 0.2996, elec: 0.2664, solv: 0.0827, hbond: 0.3383, inactive: 0.0017, affinity: 0.0782, rank: 0.6345) | Validation Loss: 1.9429 (vdw: 0.2878, elec: 0.2505, solv: 0.0647, hbond: 0.4258, inactive: 0.0016, affinity: 0.1530, rank: 0.7596) | LR: 3.1e-05
Epoch 82 - Train Loss: 1.7039 (vdw: 0.2934, elec: 0.2566, solv: 0.0816, hbond: 0.4024, inactive: 0.0017, affinity: 0.0807, rank: 0.5874) | Validation Loss: 1.9210 (vdw: 0.2878, elec: 0.2505, solv: 0.0647, hbond: 0.4258, inactive: 0.0017, affinity: 0.1523, rank: 0.7383) | LR: 3.1e-05
Epoch 83 - Train Loss: 1.6897 (vdw: 0.2890, elec: 0.2579, solv: 0.0808, hbond: 0.4035, inactive: 0.0018, affinity: 0.0655, rank: 0.5913) | Validation Loss: 1.9211 (vdw: 0.2878, elec: 0.2504, solv: 0.0641, hbond: 0.4248, inactive: 0.0017, affinity: 0.1640, rank: 0.7283) | LR: 3.1e-05
Epoch 84 - Train Loss: 1.7035 (vdw: 0.2982, elec: 0.2655, solv: 0.0811, hbond: 0.3551, inactive: 0.0017, affinity: 0.0695, rank: 0.6323) | Validation Loss: 1.9423 (vdw: 0.2878, elec: 0.2504, solv: 0.0641, hbond: 0.4240, inactive: 0.0017, affinity: 0.1530, rank: 0.7614) | LR: 3.1e-05
Epoch 85 - Train Loss: 1.6662 (vdw: 0.2831, elec: 0.2519, solv: 0.0830, hbond: 0.3790, inactive: 0.0018, affinity: 0.0689, rank: 0.5985) | Validation Loss: 1.9292 (vdw: 0.2877, elec: 0.2504, solv: 0.0643, hbond: 0.4244, inactive: 0.0017, affinity: 0.1502, rank: 0.7505) | LR: 3.1e-05
Epoch 86 - Train Loss: 1.8228 (vdw: 0.2946, elec: 0.2619, solv: 0.0820, hbond: 0.3803, inactive: 0.0018, affinity: 0.0852, rank: 0.7171) | Validation Loss: 1.9164 (vdw: 0.2877, elec: 0.2504, solv: 0.0641, hbond: 0.4247, inactive: 0.0018, affinity: 0.1526, rank: 0.7351) | LR: 3.1e-05
Epoch 87 - Train Loss: 1.6962 (vdw: 0.2940, elec: 0.2650, solv: 0.0811, hbond: 0.3531, inactive: 0.0018, affinity: 0.0647, rank: 0.6364) | Validation Loss: 1.8832 (vdw: 0.2878, elec: 0.2504, solv: 0.0638, hbond: 0.4243, inactive: 0.0017, affinity: 0.1489, rank: 0.7063) | LR: 3.1e-05
Epoch 88 - Train Loss: 1.6671 (vdw: 0.2929, elec: 0.2516, solv: 0.0814, hbond: 0.3590, inactive: 0.0018, affinity: 0.0660, rank: 0.6144) | Validation Loss: 1.8895 (vdw: 0.2877, elec: 0.2504, solv: 0.0639, hbond: 0.4244, inactive: 0.0017, affinity: 0.1483, rank: 0.7131) | LR: 1.6e-05
Epoch 89 - Train Loss: 1.9125 (vdw: 0.3119, elec: 0.2840, solv: 0.0819, hbond: 0.5145, inactive: 0.0018, affinity: 0.0828, rank: 0.6355) | Validation Loss: 1.8945 (vdw: 0.2878, elec: 0.2504, solv: 0.0639, hbond: 0.4247, inactive: 0.0017, affinity: 0.1476, rank: 0.7185) | LR: 1.6e-05
Epoch 90 - Train Loss: 1.7008 (vdw: 0.3026, elec: 0.2670, solv: 0.0822, hbond: 0.3750, inactive: 0.0018, affinity: 0.0721, rank: 0.6000) | Validation Loss: 1.9054 (vdw: 0.2877, elec: 0.2504, solv: 0.0640, hbond: 0.4251, inactive: 0.0017, affinity: 0.1506, rank: 0.7259) | LR: 1.6e-05
Epoch 91 - Train Loss: 1.7233 (vdw: 0.2906, elec: 0.2555, solv: 0.0811, hbond: 0.3448, inactive: 0.0017, affinity: 0.0694, rank: 0.6802) | Validation Loss: 2.0030 (vdw: 0.2878, elec: 0.2504, solv: 0.0639, hbond: 0.4252, inactive: 0.0017, affinity: 0.1586, rank: 0.8156) | LR: 1.6e-05
Epoch 92 - Train Loss: 1.6551 (vdw: 0.2827, elec: 0.2433, solv: 0.0815, hbond: 0.3707, inactive: 0.0018, affinity: 0.0669, rank: 0.6083) | Validation Loss: 1.9077 (vdw: 0.2877, elec: 0.2504, solv: 0.0642, hbond: 0.4257, inactive: 0.0017, affinity: 0.1485, rank: 0.7295) | LR: 1.6e-05
Epoch 93 - Train Loss: 1.6698 (vdw: 0.2900, elec: 0.2478, solv: 0.0823, hbond: 0.3595, inactive: 0.0018, affinity: 0.0708, rank: 0.6176) | Validation Loss: 1.9477 (vdw: 0.2877, elec: 0.2504, solv: 0.0640, hbond: 0.4268, inactive: 0.0017, affinity: 0.1514, rank: 0.7656) | LR: 1.6e-05
Epoch 94 - Train Loss: 1.7931 (vdw: 0.2987, elec: 0.2665, solv: 0.0809, hbond: 0.4149, inactive: 0.0018, affinity: 0.0665, rank: 0.6638) | Validation Loss: 1.9744 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4262, inactive: 0.0017, affinity: 0.1629, rank: 0.7816) | LR: 1.6e-05
Epoch 95 - Train Loss: 1.6137 (vdw: 0.2779, elec: 0.2501, solv: 0.0811, hbond: 0.3855, inactive: 0.0018, affinity: 0.0656, rank: 0.5518) | Validation Loss: 1.9907 (vdw: 0.2877, elec: 0.2504, solv: 0.0639, hbond: 0.4257, inactive: 0.0016, affinity: 0.1588, rank: 0.8025) | LR: 1.6e-05
Epoch 96 - Train Loss: 1.6466 (vdw: 0.2795, elec: 0.2419, solv: 0.0827, hbond: 0.3757, inactive: 0.0017, affinity: 0.0656, rank: 0.5995) | Validation Loss: 1.9137 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4258, inactive: 0.0016, affinity: 0.1502, rank: 0.7340) | LR: 1.6e-05
Epoch 97 - Train Loss: 1.6766 (vdw: 0.2832, elec: 0.2599, solv: 0.0816, hbond: 0.3946, inactive: 0.0017, affinity: 0.0656, rank: 0.5900) | Validation Loss: 1.9949 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4257, inactive: 0.0016, affinity: 0.1572, rank: 0.8084) | LR: 1.6e-05
Epoch 98 - Train Loss: 1.7991 (vdw: 0.2911, elec: 0.2561, solv: 0.0822, hbond: 0.3822, inactive: 0.0017, affinity: 0.0793, rank: 0.7066) | Validation Loss: 1.9269 (vdw: 0.2877, elec: 0.2505, solv: 0.0638, hbond: 0.4257, inactive: 0.0017, affinity: 0.1487, rank: 0.7488) | LR: 1.6e-05
Epoch 99 - Train Loss: 1.7263 (vdw: 0.2648, elec: 0.2328, solv: 0.0817, hbond: 0.4223, inactive: 0.0017, affinity: 0.0707, rank: 0.6523) | Validation Loss: 1.9179 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4260, inactive: 0.0016, affinity: 0.1494, rank: 0.7390) | LR: 7.8e-06
Epoch 100 - Train Loss: 1.6069 (vdw: 0.2997, elec: 0.2590, solv: 0.0807, hbond: 0.3114, inactive: 0.0017, affinity: 0.0612, rank: 0.5932) | Validation Loss: 1.9218 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4260, inactive: 0.0017, affinity: 0.1501, rank: 0.7422) | LR: 7.8e-06
Epoch 101 - Train Loss: 1.7579 (vdw: 0.2954, elec: 0.2734, solv: 0.0811, hbond: 0.4362, inactive: 0.0018, affinity: 0.0660, rank: 0.6040) | Validation Loss: 2.0172 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4263, inactive: 0.0017, affinity: 0.1530, rank: 0.8344) | LR: 7.8e-06
Epoch 102 - Train Loss: 1.7263 (vdw: 0.2932, elec: 0.2606, solv: 0.0810, hbond: 0.4102, inactive: 0.0018, affinity: 0.0751, rank: 0.6046) | Validation Loss: 1.9461 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4265, inactive: 0.0017, affinity: 0.1481, rank: 0.7679) | LR: 7.8e-06
Epoch 103 - Train Loss: 1.7806 (vdw: 0.2864, elec: 0.2500, solv: 0.0822, hbond: 0.3776, inactive: 0.0018, affinity: 0.0932, rank: 0.6895) | Validation Loss: 2.0218 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4261, inactive: 0.0017, affinity: 0.1551, rank: 0.8371) | LR: 7.8e-06
Epoch 104 - Train Loss: 1.6826 (vdw: 0.2919, elec: 0.2591, solv: 0.0824, hbond: 0.3950, inactive: 0.0018, affinity: 0.0768, rank: 0.5756) | Validation Loss: 1.9476 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4264, inactive: 0.0017, affinity: 0.1490, rank: 0.7686) | LR: 7.8e-06
Epoch 105 - Train Loss: 1.7143 (vdw: 0.2794, elec: 0.2464, solv: 0.0813, hbond: 0.3941, inactive: 0.0018, affinity: 0.0799, rank: 0.6315) | Validation Loss: 1.9268 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4267, inactive: 0.0017, affinity: 0.1482, rank: 0.7483) | LR: 7.8e-06
Epoch 106 - Train Loss: 1.6580 (vdw: 0.2689, elec: 0.2368, solv: 0.0822, hbond: 0.3725, inactive: 0.0018, affinity: 0.0908, rank: 0.6052) | Validation Loss: 2.0281 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4267, inactive: 0.0017, affinity: 0.1550, rank: 0.8430) | LR: 7.8e-06
Epoch 107 - Train Loss: 1.7339 (vdw: 0.2963, elec: 0.2675, solv: 0.0824, hbond: 0.3712, inactive: 0.0018, affinity: 0.0654, rank: 0.6493) | Validation Loss: 2.0227 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4270, inactive: 0.0017, affinity: 0.1567, rank: 0.8355) | LR: 7.8e-06
Epoch 108 - Train Loss: 1.7486 (vdw: 0.2936, elec: 0.2548, solv: 0.0822, hbond: 0.3694, inactive: 0.0018, affinity: 0.0850, rank: 0.6618) | Validation Loss: 2.0192 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4275, inactive: 0.0017, affinity: 0.1586, rank: 0.8295) | LR: 7.8e-06
Epoch 109 - Train Loss: 1.7844 (vdw: 0.2954, elec: 0.2626, solv: 0.0804, hbond: 0.4535, inactive: 0.0018, affinity: 0.0620, rank: 0.6288) | Validation Loss: 2.0309 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4269, inactive: 0.0017, affinity: 0.1582, rank: 0.8422) | LR: 7.8e-06
Epoch 110 - Train Loss: 1.7470 (vdw: 0.2849, elec: 0.2536, solv: 0.0815, hbond: 0.3795, inactive: 0.0017, affinity: 0.0795, rank: 0.6663) | Validation Loss: 2.0218 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4273, inactive: 0.0017, affinity: 0.1576, rank: 0.8333) | LR: 3.9e-06
Epoch 111 - Train Loss: 1.6406 (vdw: 0.2788, elec: 0.2404, solv: 0.0823, hbond: 0.3893, inactive: 0.0017, affinity: 0.0823, rank: 0.5657) | Validation Loss: 1.9326 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4272, inactive: 0.0016, affinity: 0.1510, rank: 0.7509) | LR: 3.9e-06
Epoch 112 - Train Loss: 1.7004 (vdw: 0.2908, elec: 0.2570, solv: 0.0807, hbond: 0.3634, inactive: 0.0017, affinity: 0.0794, rank: 0.6274) | Validation Loss: 1.9276 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0016, affinity: 0.1509, rank: 0.7461) | LR: 3.9e-06
Epoch 113 - Train Loss: 1.8145 (vdw: 0.2939, elec: 0.2589, solv: 0.0827, hbond: 0.4075, inactive: 0.0017, affinity: 0.0731, rank: 0.6968) | Validation Loss: 2.0151 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4270, inactive: 0.0016, affinity: 0.1572, rank: 0.8272) | LR: 3.9e-06
Epoch 114 - Train Loss: 1.6101 (vdw: 0.2882, elec: 0.2556, solv: 0.0828, hbond: 0.3598, inactive: 0.0017, affinity: 0.0632, rank: 0.5588) | Validation Loss: 1.9743 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0016, affinity: 0.1541, rank: 0.7896) | LR: 3.9e-06
Epoch 115 - Train Loss: 1.7591 (vdw: 0.2740, elec: 0.2385, solv: 0.0823, hbond: 0.3898, inactive: 0.0017, affinity: 0.0737, rank: 0.6991) | Validation Loss: 1.9293 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0016, affinity: 0.1503, rank: 0.7483) | LR: 3.9e-06
Epoch 116 - Train Loss: 1.6472 (vdw: 0.2708, elec: 0.2395, solv: 0.0828, hbond: 0.4017, inactive: 0.0017, affinity: 0.0752, rank: 0.5754) | Validation Loss: 1.9232 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0016, affinity: 0.1489, rank: 0.7436) | LR: 3.9e-06
Epoch 117 - Train Loss: 1.7521 (vdw: 0.2953, elec: 0.2648, solv: 0.0810, hbond: 0.3924, inactive: 0.0017, affinity: 0.0752, rank: 0.6416) | Validation Loss: 2.0197 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4271, inactive: 0.0016, affinity: 0.1552, rank: 0.8339) | LR: 3.9e-06
Epoch 118 - Train Loss: 1.6383 (vdw: 0.2640, elec: 0.2337, solv: 0.0809, hbond: 0.3615, inactive: 0.0017, affinity: 0.0695, rank: 0.6270) | Validation Loss: 2.0137 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4272, inactive: 0.0016, affinity: 0.1543, rank: 0.8286) | LR: 3.9e-06
Epoch 119 - Train Loss: 1.7183 (vdw: 0.2855, elec: 0.2609, solv: 0.0809, hbond: 0.3603, inactive: 0.0017, affinity: 0.0818, rank: 0.6471) | Validation Loss: 2.0175 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4273, inactive: 0.0017, affinity: 0.1545, rank: 0.8321) | LR: 3.9e-06
Epoch 120 - Train Loss: 1.7191 (vdw: 0.3007, elec: 0.2627, solv: 0.0813, hbond: 0.4143, inactive: 0.0017, affinity: 0.0529, rank: 0.6055) | Validation Loss: 2.0186 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4272, inactive: 0.0016, affinity: 0.1547, rank: 0.8331) | LR: 3.9e-06
Epoch 121 - Train Loss: 1.7022 (vdw: 0.2773, elec: 0.2463, solv: 0.0822, hbond: 0.4023, inactive: 0.0017, affinity: 0.0766, rank: 0.6157) | Validation Loss: 2.0233 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4272, inactive: 0.0016, affinity: 0.1549, rank: 0.8376) | LR: 2.0e-06
Epoch 122 - Train Loss: 1.6985 (vdw: 0.2834, elec: 0.2495, solv: 0.0817, hbond: 0.3882, inactive: 0.0017, affinity: 0.0692, rank: 0.6248) | Validation Loss: 2.0306 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4271, inactive: 0.0016, affinity: 0.1561, rank: 0.8439) | LR: 2.0e-06
Epoch 123 - Train Loss: 1.6672 (vdw: 0.2898, elec: 0.2461, solv: 0.0815, hbond: 0.3745, inactive: 0.0017, affinity: 0.0875, rank: 0.5861) | Validation Loss: 2.0291 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4272, inactive: 0.0016, affinity: 0.1555, rank: 0.8429) | LR: 2.0e-06
Epoch 124 - Train Loss: 1.8367 (vdw: 0.2912, elec: 0.2650, solv: 0.0802, hbond: 0.3860, inactive: 0.0017, affinity: 0.0757, rank: 0.7369) | Validation Loss: 1.9498 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4271, inactive: 0.0016, affinity: 0.1506, rank: 0.7685) | LR: 2.0e-06
Epoch 125 - Train Loss: 1.7195 (vdw: 0.2974, elec: 0.2710, solv: 0.0831, hbond: 0.3897, inactive: 0.0017, affinity: 0.0668, rank: 0.6098) | Validation Loss: 1.9445 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0016, affinity: 0.1503, rank: 0.7635) | LR: 2.0e-06
Epoch 126 - Train Loss: 1.7087 (vdw: 0.2997, elec: 0.2691, solv: 0.0825, hbond: 0.3686, inactive: 0.0017, affinity: 0.0652, rank: 0.6219) | Validation Loss: 1.9449 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4272, inactive: 0.0016, affinity: 0.1499, rank: 0.7643) | LR: 2.0e-06
Epoch 127 - Train Loss: 1.7173 (vdw: 0.2831, elec: 0.2500, solv: 0.0813, hbond: 0.4224, inactive: 0.0017, affinity: 0.0644, rank: 0.6145) | Validation Loss: 1.9755 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0016, affinity: 0.1520, rank: 0.7928) | LR: 2.0e-06
Epoch 128 - Train Loss: 1.7462 (vdw: 0.3053, elec: 0.2739, solv: 0.0819, hbond: 0.3413, inactive: 0.0017, affinity: 0.0802, rank: 0.6617) | Validation Loss: 2.0203 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4272, inactive: 0.0016, affinity: 0.1554, rank: 0.8342) | LR: 2.0e-06
Epoch 129 - Train Loss: 1.7373 (vdw: 0.2904, elec: 0.2518, solv: 0.0822, hbond: 0.4122, inactive: 0.0017, affinity: 0.0775, rank: 0.6215) | Validation Loss: 1.9442 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4272, inactive: 0.0017, affinity: 0.1502, rank: 0.7633) | LR: 2.0e-06
Epoch 130 - Train Loss: 1.7553 (vdw: 0.2843, elec: 0.2569, solv: 0.0819, hbond: 0.3831, inactive: 0.0017, affinity: 0.0760, rank: 0.6715) | Validation Loss: 1.9455 (vdw: 0.2877, elec: 0.2504, solv: 0.0637, hbond: 0.4271, inactive: 0.0017, affinity: 0.1506, rank: 0.7643) | LR: 2.0e-06
Epoch 131 - Train Loss: 1.6988 (vdw: 0.2823, elec: 0.2663, solv: 0.0813, hbond: 0.3832, inactive: 0.0017, affinity: 0.0783, rank: 0.6057) | Validation Loss: 1.9713 (vdw: 0.2877, elec: 0.2504, solv: 0.0638, hbond: 0.4271, inactive: 0.0017, affinity: 0.1517, rank: 0.7890) | LR: 2.0e-06
