Epoch 1 - Train Loss: 2.1078 (vdw: 0.2829, elec: 0.2562, solv: 0.0516, hbond: 0.3914, inactive: 0.0012, affinity: 0.3709, rank: 0.7535) | Validation Loss: 2.5995 (vdw: 0.2867, elec: 0.2497, solv: 0.0423, hbond: 0.4197, inactive: 0.0013, affinity: 0.6762, rank: 0.9235) | LR: 2.0e-04
Epoch 13 - Train Loss: 2.1468 (vdw: 0.2917, elec: 0.2643, solv: 0.1077, hbond: 0.3924, inactive: 0.0023, affinity: 0.1777, rank: 0.9107) | Validation Loss: 2.0385 (vdw: 0.2886, elec: 0.2513, solv: 0.0957, hbond: 0.4445, inactive: 0.0021, affinity: 0.3055, rank: 0.6509) | LR: 1.0e-03
Epoch 14 - Train Loss: 1.9572 (vdw: 0.2955, elec: 0.2689, solv: 0.1195, hbond: 0.3693, inactive: 0.0024, affinity: 0.2187, rank: 0.6829) | Validation Loss: 2.0004 (vdw: 0.2889, elec: 0.2530, solv: 0.1203, hbond: 0.4325, inactive: 0.0022, affinity: 0.1787, rank: 0.7248) | LR: 1.0e-03
Epoch 15 - Train Loss: 1.8621 (vdw: 0.2850, elec: 0.2543, solv: 0.1308, hbond: 0.3863, inactive: 0.0025, affinity: 0.1263, rank: 0.6770) | Validation Loss: 2.1807 (vdw: 0.2895, elec: 0.2541, solv: 0.1200, hbond: 0.4422, inactive: 0.0023, affinity: 0.1375, rank: 0.9352) | LR: 1.0e-03
Epoch 16 - Train Loss: 2.3526 (vdw: 0.3109, elec: 0.2853, solv: 0.1391, hbond: 0.3854, inactive: 0.0027, affinity: 0.1696, rank: 1.0597) | Validation Loss: 2.0757 (vdw: 0.2886, elec: 0.2518, solv: 0.1196, hbond: 0.4407, inactive: 0.0028, affinity: 0.1318, rank: 0.8403) | LR: 1.0e-03
Epoch 17 - Train Loss: 1.9460 (vdw: 0.2850, elec: 0.2652, solv: 0.1282, hbond: 0.4169, inactive: 0.0024, affinity: 0.1284, rank: 0.7198) | Validation Loss: 1.9620 (vdw: 0.2884, elec: 0.2542, solv: 0.1058, hbond: 0.4288, inactive: 0.0018, affinity: 0.2544, rank: 0.6288) | LR: 1.0e-03
Epoch 18 - Train Loss: 2.0026 (vdw: 0.2875, elec: 0.2630, solv: 0.1159, hbond: 0.4002, inactive: 0.0021, affinity: 0.1750, rank: 0.7589) | Validation Loss: 1.9088 (vdw: 0.2883, elec: 0.2519, solv: 0.1029, hbond: 0.4292, inactive: 0.0026, affinity: 0.1917, rank: 0.6422) | LR: 1.0e-03
Epoch 19 - Train Loss: 1.8087 (vdw: 0.2802, elec: 0.2522, solv: 0.1118, hbond: 0.3944, inactive: 0.0024, affinity: 0.1114, rank: 0.6563) | Validation Loss: 1.9091 (vdw: 0.2887, elec: 0.2559, solv: 0.0998, hbond: 0.4396, inactive: 0.0021, affinity: 0.2186, rank: 0.6045) | LR: 1.0e-03
Epoch 20 - Train Loss: 2.1364 (vdw: 0.3066, elec: 0.2730, solv: 0.1200, hbond: 0.4000, inactive: 0.0026, affinity: 0.1500, rank: 0.8843) | Validation Loss: 1.9868 (vdw: 0.2888, elec: 0.2526, solv: 0.1054, hbond: 0.4439, inactive: 0.0029, affinity: 0.2354, rank: 0.6580) | LR: 1.0e-03
Epoch 21 - Train Loss: 2.0557 (vdw: 0.2871, elec: 0.2510, solv: 0.1144, hbond: 0.4307, inactive: 0.0025, affinity: 0.1503, rank: 0.8197) | Validation Loss: 1.9360 (vdw: 0.2885, elec: 0.2516, solv: 0.0978, hbond: 0.4506, inactive: 0.0024, affinity: 0.2047, rank: 0.6405) | LR: 1.0e-03
Epoch 22 - Train Loss: 1.9919 (vdw: 0.3011, elec: 0.2834, solv: 0.1113, hbond: 0.4027, inactive: 0.0025, affinity: 0.1686, rank: 0.7223) | Validation Loss: 2.0530 (vdw: 0.2888, elec: 0.2524, solv: 0.1249, hbond: 0.4373, inactive: 0.0024, affinity: 0.2438, rank: 0.7034) | LR: 1.0e-03
Epoch 23 - Train Loss: 1.8629 (vdw: 0.2968, elec: 0.2550, solv: 0.1258, hbond: 0.3674, inactive: 0.0022, affinity: 0.1327, rank: 0.6829) | Validation Loss: 2.0263 (vdw: 0.2887, elec: 0.2520, solv: 0.1661, hbond: 0.4421, inactive: 0.0026, affinity: 0.1207, rank: 0.7540) | LR: 1.0e-03
Epoch 24 - Train Loss: 1.8945 (vdw: 0.2986, elec: 0.2631, solv: 0.1423, hbond: 0.3883, inactive: 0.0027, affinity: 0.1231, rank: 0.6764) | Validation Loss: 1.9899 (vdw: 0.2886, elec: 0.2517, solv: 0.0972, hbond: 0.4571, inactive: 0.0021, affinity: 0.1710, rank: 0.7222) | LR: 1.0e-03
Epoch 25 - Train Loss: 1.7799 (vdw: 0.2917, elec: 0.2585, solv: 0.1104, hbond: 0.3783, inactive: 0.0023, affinity: 0.1091, rank: 0.6296) | Validation Loss: 1.9479 (vdw: 0.2886, elec: 0.2516, solv: 0.0902, hbond: 0.4427, inactive: 0.0028, affinity: 0.1303, rank: 0.7416) | LR: 1.0e-03
Epoch 26 - Train Loss: 2.0587 (vdw: 0.2868, elec: 0.2545, solv: 0.1086, hbond: 0.3939, inactive: 0.0022, affinity: 0.1462, rank: 0.8665) | Validation Loss: 1.9096 (vdw: 0.2889, elec: 0.2516, solv: 0.0988, hbond: 0.4469, inactive: 0.0020, affinity: 0.2355, rank: 0.5860) | LR: 1.0e-03
Epoch 27 - Train Loss: 1.8622 (vdw: 0.2936, elec: 0.2747, solv: 0.1109, hbond: 0.3676, inactive: 0.0022, affinity: 0.1402, rank: 0.6731) | Validation Loss: 1.9879 (vdw: 0.2889, elec: 0.2514, solv: 0.0980, hbond: 0.4322, inactive: 0.0025, affinity: 0.1590, rank: 0.7558) | LR: 1.0e-03
Epoch 28 - Train Loss: 1.7705 (vdw: 0.2896, elec: 0.2515, solv: 0.1041, hbond: 0.3943, inactive: 0.0021, affinity: 0.1189, rank: 0.6099) | Validation Loss: 2.0263 (vdw: 0.2883, elec: 0.2509, solv: 0.0855, hbond: 0.4460, inactive: 0.0026, affinity: 0.1614, rank: 0.7917) | LR: 1.0e-03
Epoch 29 - Train Loss: 1.8208 (vdw: 0.2825, elec: 0.2496, solv: 0.1032, hbond: 0.4083, inactive: 0.0022, affinity: 0.0934, rank: 0.6816) | Validation Loss: 1.9997 (vdw: 0.2884, elec: 0.2514, solv: 0.0841, hbond: 0.4506, inactive: 0.0023, affinity: 0.2245, rank: 0.6984) | LR: 1.0e-03
Epoch 30 - Train Loss: 1.9267 (vdw: 0.3086, elec: 0.2725, solv: 0.0982, hbond: 0.3452, inactive: 0.0023, affinity: 0.1316, rank: 0.7683) | Validation Loss: 1.9632 (vdw: 0.2883, elec: 0.2513, solv: 0.0807, hbond: 0.4384, inactive: 0.0018, affinity: 0.2207, rank: 0.6821) | LR: 5.0e-04
Epoch 31 - Train Loss: 1.7934 (vdw: 0.2896, elec: 0.2527, solv: 0.0946, hbond: 0.4064, inactive: 0.0021, affinity: 0.1027, rank: 0.6453) | Validation Loss: 1.9890 (vdw: 0.2883, elec: 0.2511, solv: 0.0777, hbond: 0.4476, inactive: 0.0025, affinity: 0.1976, rank: 0.7241) | LR: 5.0e-04
Epoch 32 - Train Loss: 1.8470 (vdw: 0.2844, elec: 0.2456, solv: 0.0935, hbond: 0.4098, inactive: 0.0021, affinity: 0.1269, rank: 0.6847) | Validation Loss: 1.9931 (vdw: 0.2885, elec: 0.2517, solv: 0.0817, hbond: 0.4392, inactive: 0.0017, affinity: 0.1870, rank: 0.7432) | LR: 5.0e-04
Epoch 33 - Train Loss: 1.9265 (vdw: 0.2911, elec: 0.2651, solv: 0.0974, hbond: 0.4031, inactive: 0.0018, affinity: 0.1047, rank: 0.7634) | Validation Loss: 1.9188 (vdw: 0.2882, elec: 0.2512, solv: 0.0790, hbond: 0.4424, inactive: 0.0017, affinity: 0.1734, rank: 0.6830) | LR: 5.0e-04
Epoch 34 - Train Loss: 1.8809 (vdw: 0.2837, elec: 0.2556, solv: 0.0921, hbond: 0.4023, inactive: 0.0019, affinity: 0.1292, rank: 0.7160) | Validation Loss: 1.9327 (vdw: 0.2881, elec: 0.2514, solv: 0.0741, hbond: 0.4396, inactive: 0.0020, affinity: 0.2108, rank: 0.6666) | LR: 5.0e-04
Epoch 35 - Train Loss: 1.8034 (vdw: 0.2972, elec: 0.2640, solv: 0.0915, hbond: 0.3532, inactive: 0.0019, affinity: 0.1133, rank: 0.6824) | Validation Loss: 1.9876 (vdw: 0.2880, elec: 0.2508, solv: 0.0725, hbond: 0.4375, inactive: 0.0017, affinity: 0.1415, rank: 0.7956) | LR: 5.0e-04
Epoch 36 - Train Loss: 1.8064 (vdw: 0.3013, elec: 0.2667, solv: 0.0901, hbond: 0.3666, inactive: 0.0018, affinity: 0.0948, rank: 0.6851) | Validation Loss: 1.9751 (vdw: 0.2886, elec: 0.2512, solv: 0.0727, hbond: 0.4380, inactive: 0.0016, affinity: 0.1928, rank: 0.7302) | LR: 5.0e-04
Epoch 37 - Train Loss: 1.7398 (vdw: 0.2978, elec: 0.2643, solv: 0.0892, hbond: 0.3928, inactive: 0.0019, affinity: 0.0848, rank: 0.6091) | Validation Loss: 1.9844 (vdw: 0.2883, elec: 0.2521, solv: 0.0748, hbond: 0.4255, inactive: 0.0019, affinity: 0.1889, rank: 0.7529) | LR: 5.0e-04
Epoch 38 - Train Loss: 1.8260 (vdw: 0.3017, elec: 0.2618, solv: 0.0933, hbond: 0.3948, inactive: 0.0021, affinity: 0.1120, rank: 0.6603) | Validation Loss: 1.9641 (vdw: 0.2880, elec: 0.2508, solv: 0.0757, hbond: 0.4326, inactive: 0.0019, affinity: 0.2399, rank: 0.6751) | LR: 5.0e-04
Epoch 39 - Train Loss: 1.8059 (vdw: 0.2840, elec: 0.2459, solv: 0.0915, hbond: 0.4088, inactive: 0.0022, affinity: 0.1641, rank: 0.6094) | Validation Loss: 2.0057 (vdw: 0.2880, elec: 0.2510, solv: 0.0719, hbond: 0.4512, inactive: 0.0019, affinity: 0.1877, rank: 0.7540) | LR: 5.0e-04
Epoch 40 - Train Loss: 1.7294 (vdw: 0.2894, elec: 0.2517, solv: 0.0876, hbond: 0.3914, inactive: 0.0020, affinity: 0.0970, rank: 0.6103) | Validation Loss: 2.0599 (vdw: 0.2881, elec: 0.2517, solv: 0.0718, hbond: 0.4400, inactive: 0.0025, affinity: 0.1462, rank: 0.8597) | LR: 5.0e-04
Epoch 41 - Train Loss: 1.8698 (vdw: 0.2983, elec: 0.2645, solv: 0.0898, hbond: 0.3637, inactive: 0.0024, affinity: 0.0954, rank: 0.7558) | Validation Loss: 2.0236 (vdw: 0.2881, elec: 0.2515, solv: 0.0711, hbond: 0.4394, inactive: 0.0023, affinity: 0.1724, rank: 0.7988) | LR: 2.5e-04
Epoch 42 - Train Loss: 1.7909 (vdw: 0.2901, elec: 0.2585, solv: 0.0868, hbond: 0.3857, inactive: 0.0022, affinity: 0.0893, rank: 0.6783) | Validation Loss: 1.9947 (vdw: 0.2879, elec: 0.2510, solv: 0.0691, hbond: 0.4339, inactive: 0.0019, affinity: 0.1911, rank: 0.7598) | LR: 2.5e-04
Epoch 43 - Train Loss: 1.7424 (vdw: 0.3047, elec: 0.2813, solv: 0.0869, hbond: 0.3921, inactive: 0.0019, affinity: 0.0828, rank: 0.5927) | Validation Loss: 1.8578 (vdw: 0.2879, elec: 0.2510, solv: 0.0696, hbond: 0.4298, inactive: 0.0019, affinity: 0.1435, rank: 0.6742) | LR: 2.5e-04
Epoch 44 - Train Loss: 1.9792 (vdw: 0.2760, elec: 0.2428, solv: 0.0860, hbond: 0.3634, inactive: 0.0018, affinity: 0.1288, rank: 0.8804) | Validation Loss: 1.9224 (vdw: 0.2880, elec: 0.2510, solv: 0.0710, hbond: 0.4356, inactive: 0.0020, affinity: 0.1427, rank: 0.7322) | LR: 2.5e-04
Epoch 45 - Train Loss: 1.8305 (vdw: 0.3082, elec: 0.2768, solv: 0.0855, hbond: 0.3722, inactive: 0.0020, affinity: 0.0936, rank: 0.6922) | Validation Loss: 1.9779 (vdw: 0.2880, elec: 0.2507, solv: 0.0691, hbond: 0.4332, inactive: 0.0019, affinity: 0.1909, rank: 0.7441) | LR: 2.5e-04
Epoch 46 - Train Loss: 1.7403 (vdw: 0.2847, elec: 0.2576, solv: 0.0884, hbond: 0.3478, inactive: 0.0019, affinity: 0.0780, rank: 0.6819) | Validation Loss: 1.9246 (vdw: 0.2880, elec: 0.2507, solv: 0.0701, hbond: 0.4346, inactive: 0.0018, affinity: 0.1791, rank: 0.7003) | LR: 2.5e-04
Epoch 47 - Train Loss: 1.7750 (vdw: 0.2954, elec: 0.2763, solv: 0.0892, hbond: 0.3488, inactive: 0.0020, affinity: 0.0833, rank: 0.6800) | Validation Loss: 1.9469 (vdw: 0.2880, elec: 0.2507, solv: 0.0696, hbond: 0.4306, inactive: 0.0019, affinity: 0.1736, rank: 0.7324) | LR: 2.5e-04
Epoch 48 - Train Loss: 1.8107 (vdw: 0.2697, elec: 0.2393, solv: 0.0870, hbond: 0.4037, inactive: 0.0019, affinity: 0.0865, rank: 0.7225) | Validation Loss: 1.9972 (vdw: 0.2881, elec: 0.2508, solv: 0.0735, hbond: 0.4428, inactive: 0.0018, affinity: 0.1695, rank: 0.7707) | LR: 2.5e-04
Epoch 49 - Train Loss: 1.8222 (vdw: 0.2778, elec: 0.2427, solv: 0.0890, hbond: 0.3887, inactive: 0.0019, affinity: 0.0911, rank: 0.7311) | Validation Loss: 1.9779 (vdw: 0.2880, elec: 0.2507, solv: 0.0698, hbond: 0.4293, inactive: 0.0018, affinity: 0.1802, rank: 0.7581) | LR: 2.5e-04
Epoch 50 - Train Loss: 1.8182 (vdw: 0.2988, elec: 0.2633, solv: 0.0896, hbond: 0.3708, inactive: 0.0018, affinity: 0.0773, rank: 0.7167) | Validation Loss: 1.9578 (vdw: 0.2880, elec: 0.2511, solv: 0.0721, hbond: 0.4329, inactive: 0.0018, affinity: 0.1687, rank: 0.7433) | LR: 2.5e-04
Epoch 51 - Train Loss: 1.8057 (vdw: 0.2683, elec: 0.2388, solv: 0.0893, hbond: 0.3950, inactive: 0.0018, affinity: 0.0941, rank: 0.7184) | Validation Loss: 2.0404 (vdw: 0.2880, elec: 0.2508, solv: 0.0705, hbond: 0.4287, inactive: 0.0018, affinity: 0.1770, rank: 0.8236) | LR: 2.5e-04
Epoch 52 - Train Loss: 1.7619 (vdw: 0.2986, elec: 0.2686, solv: 0.0892, hbond: 0.3967, inactive: 0.0018, affinity: 0.0967, rank: 0.6103) | Validation Loss: 1.9962 (vdw: 0.2879, elec: 0.2506, solv: 0.0688, hbond: 0.4282, inactive: 0.0016, affinity: 0.1597, rank: 0.7993) | LR: 2.5e-04
Epoch 53 - Train Loss: 1.7489 (vdw: 0.3025, elec: 0.2741, solv: 0.0882, hbond: 0.4114, inactive: 0.0016, affinity: 0.0757, rank: 0.5953) | Validation Loss: 1.9005 (vdw: 0.2879, elec: 0.2513, solv: 0.0705, hbond: 0.4316, inactive: 0.0014, affinity: 0.1890, rank: 0.6686) | LR: 2.5e-04
Epoch 54 - Train Loss: 1.7350 (vdw: 0.2823, elec: 0.2466, solv: 0.0875, hbond: 0.3861, inactive: 0.0017, affinity: 0.1065, rank: 0.6243) | Validation Loss: 2.0097 (vdw: 0.2880, elec: 0.2507, solv: 0.0706, hbond: 0.4321, inactive: 0.0019, affinity: 0.1476, rank: 0.8188) | LR: 2.5e-04
Epoch 55 - Train Loss: 1.8118 (vdw: 0.3010, elec: 0.2663, solv: 0.0888, hbond: 0.4040, inactive: 0.0018, affinity: 0.0797, rank: 0.6703) | Validation Loss: 1.9748 (vdw: 0.2879, elec: 0.2506, solv: 0.0674, hbond: 0.4326, inactive: 0.0018, affinity: 0.1554, rank: 0.7791) | LR: 1.3e-04
Epoch 56 - Train Loss: 1.6841 (vdw: 0.2855, elec: 0.2517, solv: 0.0858, hbond: 0.3885, inactive: 0.0018, affinity: 0.0745, rank: 0.5963) | Validation Loss: 1.9937 (vdw: 0.2879, elec: 0.2506, solv: 0.0665, hbond: 0.4300, inactive: 0.0017, affinity: 0.1816, rank: 0.7755) | LR: 1.3e-04
Epoch 57 - Train Loss: 1.7726 (vdw: 0.2826, elec: 0.2487, solv: 0.0847, hbond: 0.4352, inactive: 0.0017, affinity: 0.0764, rank: 0.6433) | Validation Loss: 2.1233 (vdw: 0.2879, elec: 0.2504, solv: 0.0671, hbond: 0.4296, inactive: 0.0016, affinity: 0.1572, rank: 0.9294) | LR: 1.3e-04
Epoch 58 - Train Loss: 1.7924 (vdw: 0.2984, elec: 0.2845, solv: 0.0852, hbond: 0.3911, inactive: 0.0017, affinity: 0.0980, rank: 0.6335) | Validation Loss: 1.9806 (vdw: 0.2879, elec: 0.2507, solv: 0.0675, hbond: 0.4285, inactive: 0.0018, affinity: 0.1631, rank: 0.7811) | LR: 1.3e-04
Epoch 59 - Train Loss: 1.6842 (vdw: 0.2824, elec: 0.2421, solv: 0.0849, hbond: 0.3900, inactive: 0.0018, affinity: 0.0644, rank: 0.6186) | Validation Loss: 1.9527 (vdw: 0.2878, elec: 0.2507, solv: 0.0661, hbond: 0.4256, inactive: 0.0016, affinity: 0.1576, rank: 0.7633) | LR: 1.3e-04
Epoch 60 - Train Loss: 1.7313 (vdw: 0.2946, elec: 0.2542, solv: 0.0844, hbond: 0.4338, inactive: 0.0017, affinity: 0.0773, rank: 0.5853) | Validation Loss: 1.9509 (vdw: 0.2879, elec: 0.2505, solv: 0.0660, hbond: 0.4281, inactive: 0.0016, affinity: 0.1758, rank: 0.7410) | LR: 1.3e-04
Epoch 61 - Train Loss: 1.8512 (vdw: 0.3022, elec: 0.2661, solv: 0.0839, hbond: 0.3856, inactive: 0.0018, affinity: 0.0815, rank: 0.7301) | Validation Loss: 1.9705 (vdw: 0.2879, elec: 0.2505, solv: 0.0666, hbond: 0.4298, inactive: 0.0017, affinity: 0.1421, rank: 0.7920) | LR: 1.3e-04
Epoch 62 - Train Loss: 1.7736 (vdw: 0.2898, elec: 0.2731, solv: 0.0849, hbond: 0.3769, inactive: 0.0018, affinity: 0.0762, rank: 0.6709) | Validation Loss: 2.0394 (vdw: 0.2879, elec: 0.2506, solv: 0.0668, hbond: 0.4322, inactive: 0.0017, affinity: 0.1590, rank: 0.8411) | LR: 1.3e-04
Epoch 63 - Train Loss: 1.8124 (vdw: 0.2909, elec: 0.2554, solv: 0.0851, hbond: 0.4303, inactive: 0.0017, affinity: 0.0856, rank: 0.6635) | Validation Loss: 1.9976 (vdw: 0.2879, elec: 0.2505, solv: 0.0663, hbond: 0.4299, inactive: 0.0016, affinity: 0.1642, rank: 0.7973) | LR: 1.3e-04
Epoch 64 - Train Loss: 1.7359 (vdw: 0.2781, elec: 0.2482, solv: 0.0850, hbond: 0.3924, inactive: 0.0017, affinity: 0.0870, rank: 0.6435) | Validation Loss: 1.9629 (vdw: 0.2879, elec: 0.2505, solv: 0.0654, hbond: 0.4314, inactive: 0.0016, affinity: 0.1723, rank: 0.7538) | LR: 1.3e-04
Epoch 65 - Train Loss: 1.8856 (vdw: 0.3142, elec: 0.2731, solv: 0.0846, hbond: 0.3778, inactive: 0.0016, affinity: 0.0748, rank: 0.7594) | Validation Loss: 1.9839 (vdw: 0.2879, elec: 0.2505, solv: 0.0663, hbond: 0.4261, inactive: 0.0017, affinity: 0.1593, rank: 0.7921) | LR: 1.3e-04
Epoch 66 - Train Loss: 1.7543 (vdw: 0.2816, elec: 0.2468, solv: 0.0851, hbond: 0.3511, inactive: 0.0018, affinity: 0.0807, rank: 0.7073) | Validation Loss: 1.9305 (vdw: 0.2879, elec: 0.2504, solv: 0.0665, hbond: 0.4263, inactive: 0.0016, affinity: 0.1447, rank: 0.7530) | LR: 6.3e-05
Epoch 67 - Train Loss: 1.6981 (vdw: 0.2827, elec: 0.2411, solv: 0.0831, hbond: 0.3680, inactive: 0.0017, affinity: 0.0657, rank: 0.6557) | Validation Loss: 1.9404 (vdw: 0.2878, elec: 0.2505, solv: 0.0659, hbond: 0.4250, inactive: 0.0017, affinity: 0.1474, rank: 0.7622) | LR: 6.3e-05
Epoch 68 - Train Loss: 1.7065 (vdw: 0.2788, elec: 0.2444, solv: 0.0841, hbond: 0.4122, inactive: 0.0018, affinity: 0.0784, rank: 0.6069) | Validation Loss: 1.9114 (vdw: 0.2879, elec: 0.2505, solv: 0.0657, hbond: 0.4266, inactive: 0.0017, affinity: 0.1496, rank: 0.7294) | LR: 6.3e-05
Epoch 69 - Train Loss: 1.6565 (vdw: 0.2823, elec: 0.2533, solv: 0.0835, hbond: 0.3776, inactive: 0.0017, affinity: 0.0654, rank: 0.5927) | Validation Loss: 1.9727 (vdw: 0.2879, elec: 0.2505, solv: 0.0658, hbond: 0.4254, inactive: 0.0017, affinity: 0.1656, rank: 0.7759) | LR: 6.3e-05
Epoch 70 - Train Loss: 1.7695 (vdw: 0.3038, elec: 0.2762, solv: 0.0834, hbond: 0.3879, inactive: 0.0017, affinity: 0.0853, rank: 0.6313) | Validation Loss: 2.0022 (vdw: 0.2878, elec: 0.2505, solv: 0.0657, hbond: 0.4239, inactive: 0.0016, affinity: 0.1651, rank: 0.8076) | LR: 6.3e-05
Epoch 71 - Train Loss: 1.8070 (vdw: 0.2958, elec: 0.2716, solv: 0.0850, hbond: 0.4647, inactive: 0.0018, affinity: 0.0769, rank: 0.6111) | Validation Loss: 1.9814 (vdw: 0.2879, elec: 0.2505, solv: 0.0658, hbond: 0.4243, inactive: 0.0018, affinity: 0.1605, rank: 0.7906) | LR: 6.3e-05
Epoch 72 - Train Loss: 1.6473 (vdw: 0.2917, elec: 0.2527, solv: 0.0839, hbond: 0.3700, inactive: 0.0018, affinity: 0.0813, rank: 0.5659) | Validation Loss: 1.9327 (vdw: 0.2878, elec: 0.2504, solv: 0.0654, hbond: 0.4214, inactive: 0.0017, affinity: 0.1612, rank: 0.7446) | LR: 6.3e-05
Epoch 73 - Train Loss: 1.6880 (vdw: 0.2907, elec: 0.2604, solv: 0.0830, hbond: 0.3673, inactive: 0.0018, affinity: 0.0803, rank: 0.6045) | Validation Loss: 1.9392 (vdw: 0.2878, elec: 0.2504, solv: 0.0655, hbond: 0.4230, inactive: 0.0017, affinity: 0.1635, rank: 0.7472) | LR: 6.3e-05
Epoch 74 - Train Loss: 1.6933 (vdw: 0.2745, elec: 0.2518, solv: 0.0826, hbond: 0.4184, inactive: 0.0018, affinity: 0.0883, rank: 0.5759) | Validation Loss: 1.8960 (vdw: 0.2878, elec: 0.2505, solv: 0.0653, hbond: 0.4227, inactive: 0.0017, affinity: 0.1537, rank: 0.7143) | LR: 6.3e-05
Epoch 75 - Train Loss: 1.6479 (vdw: 0.2951, elec: 0.2557, solv: 0.0835, hbond: 0.3780, inactive: 0.0018, affinity: 0.0721, rank: 0.5618) | Validation Loss: 1.9020 (vdw: 0.2878, elec: 0.2504, solv: 0.0651, hbond: 0.4245, inactive: 0.0017, affinity: 0.1636, rank: 0.7088) | LR: 6.3e-05
