Epoch 1 - Train Loss: 0.3315 (vdw: 0.3315, elec: 0.2873, solv: 0.4542, hbond: 0.5966, inactive: 0.0001) | Validation Loss: 0.3380 (vdw: 0.3380, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 2 - Train Loss: 0.3318 (vdw: 0.3318, elec: 0.2879, solv: 0.4516, hbond: 0.5043, inactive: 0.0001) | Validation Loss: 0.3376 (vdw: 0.3376, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 3 - Train Loss: 0.3326 (vdw: 0.3326, elec: 0.2754, solv: 0.4513, hbond: 0.6892, inactive: 0.0001) | Validation Loss: 0.3371 (vdw: 0.3371, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 4 - Train Loss: 0.3441 (vdw: 0.3441, elec: 0.2972, solv: 0.4564, hbond: 0.6621, inactive: 0.0001) | Validation Loss: 0.3361 (vdw: 0.3361, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0001) | LR: 1.0e-03
Epoch 5 - Train Loss: 0.3129 (vdw: 0.3129, elec: 0.2780, solv: 0.4572, hbond: 0.7146, inactive: 0.0001) | Validation Loss: 0.3371 (vdw: 0.3371, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 6 - Train Loss: 0.3449 (vdw: 0.3449, elec: 0.2905, solv: 0.4589, hbond: 0.5913, inactive: 0.0000) | Validation Loss: 0.3349 (vdw: 0.3349, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 7 - Train Loss: 0.3347 (vdw: 0.3347, elec: 0.2859, solv: 0.4550, hbond: 0.6367, inactive: 0.0000) | Validation Loss: 0.3335 (vdw: 0.3335, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 8 - Train Loss: 0.3344 (vdw: 0.3344, elec: 0.2855, solv: 0.4567, hbond: 0.7029, inactive: 0.0000) | Validation Loss: 0.3329 (vdw: 0.3329, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 9 - Train Loss: 0.3267 (vdw: 0.3267, elec: 0.2799, solv: 0.4542, hbond: 0.7261, inactive: 0.0000) | Validation Loss: 0.3327 (vdw: 0.3327, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 10 - Train Loss: 0.3269 (vdw: 0.3269, elec: 0.2760, solv: 0.4597, hbond: 0.6308, inactive: 0.0000) | Validation Loss: 0.3329 (vdw: 0.3329, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 11 - Train Loss: 0.3236 (vdw: 0.3236, elec: 0.2832, solv: 0.4568, hbond: 0.6865, inactive: 0.0000) | Validation Loss: 0.3321 (vdw: 0.3321, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 12 - Train Loss: 0.3339 (vdw: 0.3339, elec: 0.2846, solv: 0.4533, hbond: 0.5460, inactive: 0.0000) | Validation Loss: 0.3316 (vdw: 0.3316, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 13 - Train Loss: 0.3178 (vdw: 0.3178, elec: 0.2754, solv: 0.4563, hbond: 0.7016, inactive: 0.0000) | Validation Loss: 0.3319 (vdw: 0.3319, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 14 - Train Loss: 0.3321 (vdw: 0.3321, elec: 0.2936, solv: 0.4588, hbond: 0.6706, inactive: 0.0000) | Validation Loss: 0.3313 (vdw: 0.3313, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 15 - Train Loss: 0.3229 (vdw: 0.3229, elec: 0.2728, solv: 0.4543, hbond: 0.6616, inactive: 0.0000) | Validation Loss: 0.3308 (vdw: 0.3308, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 16 - Train Loss: 0.3290 (vdw: 0.3290, elec: 0.2958, solv: 0.4590, hbond: 0.7226, inactive: 0.0000) | Validation Loss: 0.3307 (vdw: 0.3307, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
Epoch 17 - Train Loss: 0.3280 (vdw: 0.3280, elec: 0.2774, solv: 0.4531, hbond: 0.7262, inactive: 0.0000) | Validation Loss: 0.3313 (vdw: 0.3313, elec: 0.2823, solv: 0.4531, hbond: 0.7347, inactive: 0.0000) | LR: 1.0e-03
