Epoch 1 - Train Loss: 1.1531 (vdw: 0.1494, elec: 0.2879, solv: 0.2371, hbond: 0.4511, inactive: 0.0277) | Validation Loss: 1.0254 (vdw: 0.1615, elec: 0.2886, solv: 0.1829, hbond: 0.3709, inactive: 0.0215) | LR: 1.0e-03
Epoch 2 - Train Loss: 0.9237 (vdw: 0.1458, elec: 0.2847, solv: 0.1459, hbond: 0.3337, inactive: 0.0136) | Validation Loss: 0.9011 (vdw: 0.1442, elec: 0.2838, solv: 0.1459, hbond: 0.3171, inactive: 0.0103) | LR: 1.0e-03
Epoch 3 - Train Loss: 0.9192 (vdw: 0.1369, elec: 0.2735, solv: 0.1225, hbond: 0.3767, inactive: 0.0096) | Validation Loss: 1.0344 (vdw: 0.1601, elec: 0.2881, solv: 0.1256, hbond: 0.4538, inactive: 0.0068) | LR: 1.0e-03
Epoch 4 - Train Loss: 0.9274 (vdw: 0.1419, elec: 0.2730, solv: 0.1111, hbond: 0.3944, inactive: 0.0070) | Validation Loss: 0.7840 (vdw: 0.1449, elec: 0.2812, solv: 0.1114, hbond: 0.2354, inactive: 0.0111) | LR: 1.0e-03
Epoch 5 - Train Loss: 0.9404 (vdw: 0.1474, elec: 0.2823, solv: 0.0971, hbond: 0.4060, inactive: 0.0075) | Validation Loss: 0.8532 (vdw: 0.1516, elec: 0.2811, solv: 0.1023, hbond: 0.3093, inactive: 0.0088) | LR: 1.0e-03
Epoch 6 - Train Loss: 0.8384 (vdw: 0.1391, elec: 0.2757, solv: 0.0912, hbond: 0.3260, inactive: 0.0064) | Validation Loss: 0.8979 (vdw: 0.1565, elec: 0.2982, solv: 0.0947, hbond: 0.3406, inactive: 0.0080) | LR: 1.0e-03
Epoch 7 - Train Loss: 0.9348 (vdw: 0.1464, elec: 0.2756, solv: 0.0848, hbond: 0.4217, inactive: 0.0062) | Validation Loss: 0.8686 (vdw: 0.1487, elec: 0.2871, solv: 0.0912, hbond: 0.3361, inactive: 0.0056) | LR: 1.0e-03
Epoch 8 - Train Loss: 0.8289 (vdw: 0.1439, elec: 0.2766, solv: 0.0879, hbond: 0.3152, inactive: 0.0053) | Validation Loss: 0.7793 (vdw: 0.1452, elec: 0.2760, solv: 0.1048, hbond: 0.2469, inactive: 0.0065) | LR: 1.0e-03
Epoch 9 - Train Loss: 0.8791 (vdw: 0.1600, elec: 0.2896, solv: 0.0864, hbond: 0.3363, inactive: 0.0068) | Validation Loss: 0.8933 (vdw: 0.1383, elec: 0.2729, solv: 0.0805, hbond: 0.3961, inactive: 0.0054) | LR: 1.0e-03
Epoch 10 - Train Loss: 0.8997 (vdw: 0.1453, elec: 0.2798, solv: 0.0805, hbond: 0.3888, inactive: 0.0053) | Validation Loss: 0.8247 (vdw: 0.1534, elec: 0.2759, solv: 0.0769, hbond: 0.3148, inactive: 0.0036) | LR: 1.0e-03
Epoch 11 - Train Loss: 0.9351 (vdw: 0.1504, elec: 0.2817, solv: 0.0807, hbond: 0.4168, inactive: 0.0056) | Validation Loss: 0.7823 (vdw: 0.1555, elec: 0.2810, solv: 0.0804, hbond: 0.2580, inactive: 0.0072) | LR: 1.0e-03
