Epoch 1 - Train Loss: 3.4809 (vdw: 0.9254, elec: 0.8779, solv: 0.8775, hbond: 0.7813, inactive: 0.0188) | Validation Loss: 1.2577 (vdw: 0.3422, elec: 0.2689, solv: 0.3058, hbond: 0.3322, inactive: 0.0087) | LR: 1.0e-03
Epoch 2 - Train Loss: 3.4218 (vdw: 0.9199, elec: 0.8647, solv: 0.8030, hbond: 0.8181, inactive: 0.0159) | Validation Loss: 1.1913 (vdw: 0.3709, elec: 0.3033, solv: 0.3010, hbond: 0.2068, inactive: 0.0093) | LR: 1.0e-03
Epoch 3 - Train Loss: 3.4433 (vdw: 0.8968, elec: 0.8378, solv: 0.7620, hbond: 0.9235, inactive: 0.0232) | Validation Loss: 1.2448 (vdw: 0.3512, elec: 0.2673, solv: 0.2867, hbond: 0.3276, inactive: 0.0119) | LR: 1.0e-03
Epoch 4 - Train Loss: 2.9394 (vdw: 0.9317, elec: 0.8709, solv: 0.6310, hbond: 0.4883, inactive: 0.0175) | Validation Loss: 1.1202 (vdw: 0.3552, elec: 0.2548, solv: 0.2385, hbond: 0.2645, inactive: 0.0073) | LR: 1.0e-03
Epoch 5 - Train Loss: 3.2888 (vdw: 0.9358, elec: 0.8583, solv: 0.5538, hbond: 0.9231, inactive: 0.0177) | Validation Loss: 1.0569 (vdw: 0.3618, elec: 0.2803, solv: 0.2131, hbond: 0.1950, inactive: 0.0067) | LR: 1.0e-03
Epoch 6 - Train Loss: 3.0196 (vdw: 0.8890, elec: 0.8559, solv: 0.4362, hbond: 0.8171, inactive: 0.0214) | Validation Loss: 1.0933 (vdw: 0.3657, elec: 0.2855, solv: 0.1712, hbond: 0.2623, inactive: 0.0086) | LR: 1.0e-03
Epoch 7 - Train Loss: 2.8284 (vdw: 0.9043, elec: 0.8544, solv: 0.3828, hbond: 0.6686, inactive: 0.0184) | Validation Loss: 1.1124 (vdw: 0.3545, elec: 0.2782, solv: 0.1626, hbond: 0.3094, inactive: 0.0077) | LR: 1.0e-03
Epoch 8 - Train Loss: 2.9704 (vdw: 0.9227, elec: 0.8688, solv: 0.3431, hbond: 0.8231, inactive: 0.0126) | Validation Loss: 1.2300 (vdw: 0.3667, elec: 0.2739, solv: 0.1497, hbond: 0.4326, inactive: 0.0072) | LR: 1.0e-03
Epoch 9 - Train Loss: 2.8385 (vdw: 0.9071, elec: 0.8512, solv: 0.2897, hbond: 0.7784, inactive: 0.0122) | Validation Loss: 1.1058 (vdw: 0.3577, elec: 0.2762, solv: 0.1336, hbond: 0.3310, inactive: 0.0072) | LR: 1.0e-03
Epoch 10 - Train Loss: 2.8900 (vdw: 0.9312, elec: 0.8895, solv: 0.2705, hbond: 0.7917, inactive: 0.0071) | Validation Loss: 0.9842 (vdw: 0.3684, elec: 0.2818, solv: 0.1264, hbond: 0.2033, inactive: 0.0043) | LR: 1.0e-03
Epoch 11 - Train Loss: 2.7038 (vdw: 0.8808, elec: 0.8480, solv: 0.2907, hbond: 0.6765, inactive: 0.0079) | Validation Loss: 1.0833 (vdw: 0.3443, elec: 0.2680, solv: 0.1540, hbond: 0.3132, inactive: 0.0038) | LR: 1.0e-03
